#,id,english_name,local_russian_name,wiki_page,wiki_russian_name,status,matched_by,matched_candidate,wiki_url
390,char_ANOMALOCARIMON,Scorpiomon,Скорпиомон,Anomalocarimon,Аномалокаримон,different,candidate,Anomalocarimon,https://digimon.fandom.com/ru/wiki/Anomalocarimon
391,char_ANOMALOCARIMON_BIG,Scorpiomon,Скорпиомон,Anomalocarimon,Аномалокаримон,different,candidate,Anomalocarimon,https://digimon.fandom.com/ru/wiki/Anomalocarimon
392,char_HANGYOMON,Divermon,Дивермон,Hangyomon,Хангёмон,different,candidate,Hangyomon,https://digimon.fandom.com/ru/wiki/Hangyomon
393,char_HANGYOMON_SCAR,Divermon,Дивермон,,,no_wiki_match,,,
394,char_HANGYOMON_SCARF,Divermon,Дивермон,,,no_wiki_match,,,
395,char_MUSHMON,Mushroomon,Машрумон,Mushmon,Машмон,different,candidate,Mushmon,https://digimon.fandom.com/ru/wiki/Mushmon
396,char_KOKUWAMON,Kokuwamon,Кокувамон,Kokuwamon,Кокувамон,ok,candidate,Kokuwamon,https://digimon.fandom.com/ru/wiki/Kokuwamon
397,char_KIWIMON,Kiwimon,Кивимон,Kiwimon,Кивимон,ok,candidate,Kiwimon,https://digimon.fandom.com/ru/wiki/Kiwimon
398,char_FLORAMON,Floramon,Флорамон,Floramon,Флорамон,ok,candidate,Floramon,https://digimon.fandom.com/ru/wiki/Floramon
399,char_CLAVISANGEMON,ClavisAngemon,КлависАнгемон,Clavis Angemon,Клавис Ангемон,punct_case_or_yo,candidate,ClavisAngemon,https://digimon.fandom.com/ru/wiki/Clavis_Angemon
400,char_CLAVISANGEMON_BIG,ClavisAngemon,КлависАнгемон,Clavis Angemon,Клавис Ангемон,punct_case_or_yo,candidate,ClavisAngemon,https://digimon.fandom.com/ru/wiki/Clavis_Angemon
401,char_SLASHANGEMON,SlashAngemon,СлэшАнгемон,,,no_wiki_match,,,
402,char_MECHANORIMON,Mekanorimon,Меканоримон,Mechanorimon,Механоримон,different,candidate,Mechanorimon,https://digimon.fandom.com/ru/wiki/Mechanorimon
403,char_MAGNAKIDMON,MagnaKidmon,МагнаКидмон,,,no_wiki_match,,,
404,char_AVENGEKIDMON,AvengeKidmon,АвенжКидмон,,,no_wiki_match,,,
405,char_TANKMON,Tankmon,Танкмон,Tankmon,Танкмон,ok,candidate,Tankmon,https://digimon.fandom.com/ru/wiki/Tankmon
406,char_PENMON,Penmon,Пенмон,Penmon,Пинмон,different,candidate,Penmon,https://digimon.fandom.com/ru/wiki/Penmon
407,char_MUCHOMON,Muchomon,Мучомон,Muchomon,Мучомон,ok,candidate,Muchomon,https://digimon.fandom.com/ru/wiki/Muchomon
408,char_KERAMON,Keramon,Керамон,Keramon,Керамон,ok,candidate,Keramon,https://digimon.fandom.com/ru/wiki/Keramon
409,char_INFERMON,Infermon,Инфермон,Infermon,Инфермон,ok,candidate,Infermon,https://digimon.fandom.com/ru/wiki/Infermon
410,char_INFERMON_BIG,Infermon,Инфермон,Infermon,Инфермон,ok,candidate,Infermon,https://digimon.fandom.com/ru/wiki/Infermon
411,char_KURAMON,Kuramon,Курамон,Kuramon,Курамон,ok,candidate,Kuramon,https://digimon.fandom.com/ru/wiki/Kuramon
412,char_KURISARIMON,Kurisarimon,Курисаримон,,,no_wiki_match,,,
413,char_TSUMEMON,Tsumemon,Цумемон,Tsumemon,Цумэмон,different,candidate,Tsumemon,https://digimon.fandom.com/ru/wiki/Tsumemon
414,char_DIABOROMON,Diaboromon,Диаборомон,,,no_wiki_match,,,
415,char_ALDAMON,Aldamon,Алдамон,Aldamon,Алдамон,ok,candidate,Aldamon,https://digimon.fandom.com/ru/wiki/Aldamon
416,char_BEOWOLFMON,Beowolfmon,Беовульфмон,Beowolfmon,Беовульфмон,ok,candidate,Beowolfmon,https://digimon.fandom.com/ru/wiki/Beowolfmon
417,char_MAGNAGARURUMON_SEPARATION,MagnaGarurumon (Detached),МагнаГарурумон (Открепленный),Magna Garurumon,Магна Гарурумон,different,candidate,MagnaGarurumon,https://digimon.fandom.com/ru/wiki/Magna_Garurumon
418,char_AGNIMON,Agunimon,Агунимон,Agnimon,Агнимон,different,candidate,Agnimon,https://digimon.fandom.com/ru/wiki/Agnimon
419,char_KAISERGREYMON,EmperorGreymon,ИмпериорГреймон,Kaiser Greymon,Кайзер Греймон,different,candidate,Kaisergreymon,https://digimon.fandom.com/ru/wiki/Kaiser_Greymon
420,char_MAGNAGARURUMON,MagnaGarurumon,МагнаГарурумон,Magna Garurumon,Магна Гарурумон,punct_case_or_yo,candidate,MagnaGarurumon,https://digimon.fandom.com/ru/wiki/Magna_Garurumon
421,char_VRITRAMON,BurningGreymon,БёрнингГреймон,Vritramon,Вритрамон,different,candidate,Vritramon,https://digimon.fandom.com/ru/wiki/Vritramon
422,char_WOLFMON,Lobomon,Лобомон,Wolfmon,Вольфмон,different,candidate,Wolfmon,https://digimon.fandom.com/ru/wiki/Wolfmon
423,char_GARUMMON,KendoGarurumon,КендоГарурумон,Garummon,Гаруммон,different,candidate,Garummon,https://digimon.fandom.com/ru/wiki/Garummon
424,char_SHOUTMON,Shoutmon,Шаутмон,Shoutmon,Шаутмон,ok,candidate,Shoutmon,https://digimon.fandom.com/ru/wiki/Shoutmon
425,char_OMEGASHOUTMON,OmniShoutmon,ОмниШаутмон,Omega Shoutmon,Омега Шаутмон,different,candidate,Omegashoutmon,https://digimon.fandom.com/ru/wiki/Omega_Shoutmon
426,char_HACKMON,Huckmon,Хакмон,Huckmon,Хакмон,ok,candidate,Huckmon,https://digimon.fandom.com/ru/wiki/Huckmon
427,char_GANKOOMON,Gankoomon,Ганкумон,Gankoomon,Гэнкумон,different,candidate,Gankoomon,https://digimon.fandom.com/ru/wiki/Gankoomon
428,char_ZUBAMON,Zubamon,Зубамон,Zubamon,Зубамон,ok,candidate,Zubamon,https://digimon.fandom.com/ru/wiki/Zubamon
429,char_ZUBAEAGERMON,ZubaEagermon,Зубагермон,Zubaeagermon,Зубаигермон,different,candidate,ZubaEagermon,https://digimon.fandom.com/ru/wiki/Zubaeagermon
430,char_DURAMON,Duramon,Дюрамон,Duramon,Дюрамон,ok,candidate,Duramon,https://digimon.fandom.com/ru/wiki/Duramon
431,char_DURANDAMON,Durandamon,Дюрандамон,Durandamon,Дюрандамон,ok,candidate,Durandamon,https://digimon.fandom.com/ru/wiki/Durandamon
432,char_TERRIERMON,Terriermon,Терьермон,Terriermon,Терьермон,ok,candidate,Terriermon,https://digimon.fandom.com/ru/wiki/Terriermon
433,char_PECKMON,Peckmon,Пекмон,Peckmon,Пекмон,ok,candidate,Peckmon,https://digimon.fandom.com/ru/wiki/Peckmon
434,char_LOADKNIGHTMON,LordKnightmon,ЛордНайтмон,Lord Knightmon,Лорд Найтмон,punct_case_or_yo,candidate,LordKnightmon,https://digimon.fandom.com/ru/wiki/Lord_Knightmon
435,char_LOADKNIGHTMON_BIG,LordKnightmon,ЛордНайтмон,Lord Knightmon,Лорд Найтмон,punct_case_or_yo,candidate,LordKnightmon,https://digimon.fandom.com/ru/wiki/Lord_Knightmon
436,char_GROUNDLOCOMON,GroundLocomon,ГраундЛокомон,,,no_wiki_match,,,
437,char_FALCOMON,Falcomon,Фалькомон,Falcomon,Фалькомон,ok,candidate,Falcomon,https://digimon.fandom.com/ru/wiki/Falcomon
438,char_HAWKMON,Hawkmon,Хокмон,Hawkmon,Хоукмон,different,candidate,Hawkmon,https://digimon.fandom.com/ru/wiki/Hawkmon
439,char_ARMADILLOMON,Armadillomon,Армадилломон,,,no_wiki_match,,,
440,char_TOYAGUMON,ToyAgumon,Тойагумон,Toy Agumon,Той Агумон,punct_case_or_yo,candidate,ToyAgumon,https://digimon.fandom.com/ru/wiki/Toy_Agumon
441,char_TOYAGUMON_BIG,ToyAgumon,Тойагумон,Toy Agumon,Той Агумон,punct_case_or_yo,candidate,ToyAgumon,https://digimon.fandom.com/ru/wiki/Toy_Agumon
442,char_SHAKOMON,Syakomon,Сякомон,Shakomon,Сякомон,ok,candidate,Shakomon,https://digimon.fandom.com/ru/wiki/Shakomon
443,char_GARGOMON,Gargomon,Гаргомон,,,no_wiki_match,,,
444,char_ANKYLOMON,Ankylomon,Анкиломон,Ankylomon,Анкиломон,ok,candidate,Ankylomon,https://digimon.fandom.com/ru/wiki/Ankylomon
445,char_FLAMEDRAMON,Flamedramon,Флэймдрамон,,,no_wiki_match,,,
446,char_KNIGHTMON,Knightmon,Найтмон,Knightmon,Найтмон,ok,candidate,Knightmon,https://digimon.fandom.com/ru/wiki/Knightmon
447,char_CYBERDRAMON,Cyberdramon,Кибердрамон,Cyberdramon,Кибердрамон,ok,candidate,Cyberdramon,https://digimon.fandom.com/ru/wiki/Cyberdramon
448,char_SILPHYMON,Silphymon,Сильфимон,Silphymon,Сильфимон,ok,candidate,Silphymon,https://digimon.fandom.com/ru/wiki/Silphymon
449,char_YATAGARAMON,Crowmon,Кромон,Yatagaramon,Ятагарамон,different,candidate,Yatagaramon,https://digimon.fandom.com/ru/wiki/Yatagaramon
450,char_RAPIDMON,Rapidmon,Рэпидмон,,,no_wiki_match,,,
451,char_SHAKKOUMON,Shakkoumon,Шаккумон,,,no_wiki_match,,,
452,char_BRAKIMON,Brachiomon,Брахиомон,,,no_wiki_match,,,
453,char_ULTIMATEBRAKIMON,UltimateBrachiomon,УльтимаБрачиомон,,,no_wiki_match,,,
454,char_WISEMON,Wisemon,Вайзмон,Wisemon,Вайзмон,ok,candidate,Wisemon,https://digimon.fandom.com/ru/wiki/Wisemon
455,char_CANNONBEEMON,CannonBeemon,КэнонБиимон,,,no_wiki_match,,,
456,char_SOLARMON,Solarmon,Солармон,Solarmon,Солармон,ok,candidate,Solarmon,https://digimon.fandom.com/ru/wiki/Solarmon
457,char_GEREMON,Geremon,Геремон,Geremon,Геремон,ok,candidate,Geremon,https://digimon.fandom.com/ru/wiki/Geremon
458,char_ICEDEVIMON,IceDevimon,АйсДевимон,,,no_wiki_match,,,
459,char_ANTYLAMON,Antylamon,Антиламон,,,no_wiki_match,,,
460,char_IMPERIALDRAMON_DM,Imperialdramon DM,Империалдрамон ДМ,,,no_wiki_match,,,
461,char_DIANAMON,Dianamon,Дайанамон,Dianamon,Дианамон,different,candidate,Dianamon,https://digimon.fandom.com/ru/wiki/Dianamon
462,char_DIANAMON_BIG,Dianamon,Дайанамон,Dianamon,Дианамон,different,candidate,Dianamon,https://digimon.fandom.com/ru/wiki/Dianamon
463,char_CRANIAMON,Craniamon,Краниамон,,,no_wiki_match,,,
464,char_CRANIAMON_BIG,Craniamon,Краниамон,,,no_wiki_match,,,
465,char_KERPYMON_GOOD,Cherubimon (Good),Керубимон (Добрый),,,no_wiki_match,,,
466,char_JUSTIMON,Justimon,Джастимон,,,no_wiki_match,,,
467,char_DYNASMON,Dynasmon,Династмон,Dynasmon,Динасмон,different,candidate,Dynasmon,https://digimon.fandom.com/ru/wiki/Dynasmon
468,char_DYNASMON_BIG,Dynasmon,Династмон,Dynasmon,Динасмон,different,candidate,Dynasmon,https://digimon.fandom.com/ru/wiki/Dynasmon
469,char_DUFTMON,Leopardmon,Леопардмон,Duftmon,Дуфтмон,different,candidate,Duftmon,https://digimon.fandom.com/ru/wiki/Duftmon
470,char_DUFTMON_BIG,Leopardmon,Леопардмон,Duftmon,Дуфтмон,different,candidate,Duftmon,https://digimon.fandom.com/ru/wiki/Duftmon
471,char_RAVEMON,Ravemon,Равемон,,,no_wiki_match,,,
472,char_SAINTGALGOMON,MegaGargomon,МегаГаргомон,Saint Galgomon,Сен Гальгомон,different,candidate,Saintgalgomon,https://digimon.fandom.com/ru/wiki/Saint_Galgomon
473,char_SAINTGALGOMON_BIG,MegaGargomon,МегаГаргомон,Saint Galgomon,Сен Гальгомон,different,candidate,Saintgalgomon,https://digimon.fandom.com/ru/wiki/Saint_Galgomon
474,char_LOTOSMON,Lotosmon,Лотосмон,,,no_wiki_match,,,
475,char_DUFTMON_LM,Leopardmon LM,Леопардмон ЛМ,,,no_wiki_match,,,
476,char_GAIOMON,Gaiomon,Гайомон,,,no_wiki_match,,,
477,char_TIGERVESPAMON,TigerVespamon,ТигерВеспамон,,,no_wiki_match,,,
478,char_MINERVAMON,Minervamon,Минервамон,,,no_wiki_match,,,
479,char_MASTEMON,Mastemon,Мастемон,Mastemon,Мастемон,ok,candidate,Mastemon,https://digimon.fandom.com/ru/wiki/Mastemon
480,char_JESMON,Jesmon,Джесмон,,,no_wiki_match,,,
481,char_JESMON_BIG,Jesmon,Джесмон,,,no_wiki_match,,,
482,char_LOPMON,Lopmon,Лопмон,Lopmon,Лопмон,ok,candidate,Lopmon,https://digimon.fandom.com/ru/wiki/Lopmon
483,char_RAPIDMON_ARMOR,Rapidmon (Armor),Рапидмон (Броня),,,no_wiki_match,,,
484,char_RAPIDMON_ARMOR_BIG,Rapidmon (Armor),Рапидмон (Броня),,,no_wiki_match,,,
485,char_PLATINUM_SCUMON,PlatinumSukamon,ПлатинаСукамон,,,no_wiki_match,,,
486,char_BLACKKINGNUMEMON,BlackKingNumemon,БлэкКингНумемон,,,no_wiki_match,,,
487,char_KUZUHAMON,Kuzuhamon,Кузухамон,Kuzuhamon,Кудзухамон,different,candidate,Kuzuhamon,https://digimon.fandom.com/ru/wiki/Kuzuhamon
488,char_SOCERIMON,Sorcermon,Сорсеримон,,,no_wiki_match,,,
489,char_INSEKIMON,Meteormon,Метеормон,Insekimon,Инсэкимон,different,candidate,Insekimon,https://digimon.fandom.com/ru/wiki/Insekimon
490,char_OMEGAMON_ZWART,Omnimon Zwart,Омнимон Цварт,Omegamon Zwart,Омегамон Цварт,different,candidate,Omegamon Zwart,https://digimon.fandom.com/ru/wiki/Omegamon_Zwart
491,char_ICEMON,Icemon,Айсмон,,,no_wiki_match,,,
492,char_TUCHIDARUMON,MudFrigimon,МудФригимон,,,no_wiki_match,,,
493,char_GUARDROMON_GL,Guardromon (Gold),Гардромон (Золотой),Guardromon,Гардромон,different,candidate,Guardromon,https://digimon.fandom.com/ru/wiki/Guardromon
494,char_ALPHAMON_OURYUKEN,Alphamon: Ouryuken,Альфамон: Оурюкен,Alphamon: Ouryuken,Альфамон: Орюкен,different,candidate,Alphamon: Ouryuken,https://digimon.fandom.com/ru/wiki/Alphamon%3A_Ouryuken
495,char_BACCHUSMON_DRUNK,Bacchusmon DM,Бахусмон ДМ,,,no_wiki_match,,,
496,char_TANKDRAMON,Tankdramon,Танкдрамон,Tankdramon,Танкдрамон,ok,candidate,Tankdramon,https://digimon.fandom.com/ru/wiki/Tankdramon
497,char_DARKDRAMON,Darkdramon,Даркдрамон,Darkdramon,Даркдрамон,ok,candidate,Darkdramon,https://digimon.fandom.com/ru/wiki/Darkdramon
498,char_CHAOSMON,Chaosmon,Хаосмон,,,no_wiki_match,,,
499,char_VALKYRIMON,Valkyrimon,Валькиримон,Valkyrimon,Валькиримон,ok,candidate,Valkyrimon,https://digimon.fandom.com/ru/wiki/Valkyrimon
500,char_KERPYMON_BAD,Cherubimon (Black),Керубимон (Чёрный),,,no_wiki_match,,,
501,char_BEELZEMON_BM,Beelzemon BM,Вельземон БМ,,,no_wiki_match,,,
502,char_BEELZEMON_BM_BIG,Beelzemon BM,Вельземон БМ,,,no_wiki_match,,,
503,char_SHINEGREYMON_BM,ShineGreymon BM,ШайнГреймон БМ,,,no_wiki_match,,,
504,char_MIRAGEGAOGAMON_BM,MirageGaogamon BM,МиражГаогамон БМ,,,no_wiki_match,,,
505,char_RAVEMON_BM,Ravemon BM,Равемон БМ,,,no_wiki_match,,,
506,char_ROSEMON_BM,Rosemon BM,Роузмон БМ,,,no_wiki_match,,,
507,char_VULCANUS_LIGHTARM,Right Arm,Правая Рука,,,no_wiki_match,,,
508,char_VULCANUS_LEFTARM,Left Arm,Левая Рука,,,no_wiki_match,,,
509,char_CHRONOMONROBO_COMPLETE,Giant Slayer,Гигант Слейер,,,no_wiki_match,,,
510,char_CHRONOMON_BOSS_EVENT,Chronomon,Хрономон,,,no_wiki_match,,,
511,char_CHRONOMON_BOSS,Chronomon,Хрономон,,,no_wiki_match,,,
512,char_CHRONOMON_BOSS_WING,Chronomon (Wings),Хрономон (Крылья),,,no_wiki_match,,,
513,char_CHRONOMON_BOSS_ADD_RIGHTWING,Chronomon (R. Muzzle),Хрономон (П. Морда),,,no_wiki_match,,,
514,char_CHRONOMON_BOSS_ADD_LEFTWING,Chronomon (L. Muzzle),Хрономон (Л. Морда),,,no_wiki_match,,,
515,char_CHRONOMON_BOSS_LEFTARM,Chronomon (Left Arm),Хрономон (Левая рука),,,no_wiki_match,,,
516,char_CHRONOMON_BOSS_CORE,Chronomon (Core),Хрономон (Ядро),,,no_wiki_match,,,
517,char_CHRONOMON_BOSS_RIGHTWING,Chronomon (Right Wing),Хрономон (Правое крыло),,,no_wiki_match,,,
518,char_CHRONOMON_BOSS_LEFTWING,Chronomon (Left Wing),Хрономон (Левое крыло),,,no_wiki_match,,,
519,char_CHRONOMON_BOSS_LEFTARM1,Chronomon (Error A),Хрономон (Ошибка A),,,no_wiki_match,,,
520,char_CHRONOMON_BOSS_LEFTARM2,Chronomon (Error B),Хрономон (Ошибка B),,,no_wiki_match,,,
521,char_CHRONOMON_BOSS_LEFTARM3,Chronomon (Error C),Хрономон (Ошибка C),,,no_wiki_match,,,
522,char_CHRONOMON_BOSS_LEFTARM4,Chronomon (Error D),Хрономон (Ошибка D),,,no_wiki_match,,,
523,char_CHRONOMON_BOSS_LEFTARM5,Chronomon (Error E),Хрономон (Ошибка E),,,no_wiki_match,,,
524,char_CHRONOMON_BOSS_LEFTARM6,Chronomon (Error F),Хрономон (Ошибка F),,,no_wiki_match,,,
525,char_BLACKSHADOW,Dark Shadow,Темная Тень,,,no_wiki_match,,,
526,char_SHARKMON_BOSS,Sharkmon,Шаркмон,,,no_wiki_match,,,
527,char_SHARKMON_BOSS_ADD,Sharkmon (Jasper),Шаркмон (Джаспер),,,no_wiki_match,,,
528,char_SHARKMON,Sharkmon,Шаркмон,,,no_wiki_match,,,
529,char_SKULLSEADRAMON,SkullSeadramon,СкулСидрамон,,,no_wiki_match,,,
530,char_SKULLSEADRAMON_BOSS,SkullSeadramon,СкулСидрамон,,,no_wiki_match,,,
531,char_SKULLSEADRAMON_ADD,SkullSeadramon (Core),СкулСидрамон (Ядро),,,no_wiki_match,,,
532,char_RAREMON_BIG,Raremon,Рэармон,Raremon,Рэйрмон,different,candidate,Raremon,https://digimon.fandom.com/ru/wiki/Raremon
533,char_CYCLONEMON_BIG,Cyclonemon,Циклонемон,,,no_wiki_match,,,
534,char_GREYMON_BIG_BL,Greymon (Blue),Греймон (Синий),Greymon (Blue),Греймон (Синий),ok,candidate,Greymon (Blue),https://digimon.fandom.com/ru/wiki/Greymon_%28Blue%29
535,char_GREYMON_BIG_BL_ADD,Greymon (Blue) (Head Shell),Греймон (Синий) (Головной убор),Greymon,Греймон,different,candidate,Greymon,https://digimon.fandom.com/ru/wiki/Greymon
536,char_SKULLBALUCHIMON_TITAMON,Titamon + SkullBaluchimon,Титамон + СкаллБалучимон,,,no_wiki_match,,,
537,char_SKULLBALUCHIMON_TITAMON_BIG,Titamon + SkullBaluchimon,Титамон + СкаллБалучимон,,,no_wiki_match,,,
538,char_UNDEADPLUTOMON_BOSS,ZombiePlutomon,ЗомбиПлутомон,,,no_wiki_match,,,
539,char_UNDEADPLUTOMON_BOSS_ADD1,ZombiePlutomon (Right Shoulder),ЗомбиПлутомон (Правое плечо),,,no_wiki_match,,,
540,char_UNDEADPLUTOMON_BOSS_ADD2,ZombiePlutomon (Left Shoulder),ЗомбиПлутомон (Левое плечо),,,no_wiki_match,,,
541,char_UNDEADPLUTOMON_BOSS_ADD3,ZombiePlutomon (Right Hip),ЗомбиПлутомон (Правое бедро),,,no_wiki_match,,,
542,char_UNDEADPLUTOMON_BOSS_ADD4,ZombiePlutomon (Left Hip),ЗомбиПлутомон (Левое бедро),,,no_wiki_match,,,
543,char_CHARISMON_ADD,Callismon (Gun),Каллисмон (Пистолет),Callismon,Каллисмон,different,candidate,Callismon,https://digimon.fandom.com/ru/wiki/Callismon
544,char_DIANAMON_ADD,Dianamon & the Goodnight Sisters,Дайанамон и сестры Гуднайт,Dianamon,Дианамон,different,candidate,Dianamon,https://digimon.fandom.com/ru/wiki/Dianamon
545,char_LOCOMON_EVENT,Locomon (Event),Локомон (Событие),Locomon,Локомон,different,candidate,Locomon,https://digimon.fandom.com/ru/wiki/Locomon
546,char_ULTIMATEBRAKIMON_BIG,UltimateBrachiomon,УльтимаБрачиомон,,,no_wiki_match,,,
547,char_ENBARRMON,Enbarrmon,Энбаррмон,Enbarrmon,Энбаррмон,ok,candidate,Enbarrmon,https://digimon.fandom.com/ru/wiki/Enbarrmon
548,char_ENBARRMON_BIG,Enbarrmon,Энбаррмон,Enbarrmon,Энбаррмон,ok,candidate,Enbarrmon,https://digimon.fandom.com/ru/wiki/Enbarrmon
549,char_ENBARRMON_CRANIAMON,Craniamon + Enbarrmon,Краниамон + Энбаррмон,,,no_wiki_match,,,
550,char_ENBARRMON_CRANIAMON_E,Craniamon + Enbarrmon,Краниамон + Энбаррмон,,,no_wiki_match,,,
551,char_BLIMPMON_RAMP,Blimpmon (Trap),Блимпмон (Ловушка),,,no_wiki_match,,,
552,char_MASTERBLIMPMON_RAMP,MasterBlimpmon (Trap),МастерБлимпмон (Ловушка),,,no_wiki_match,,,
553,char_PARROTMON_BIG,Parrotmon,Пэрэтмон,Parrotmon,Пэрротмон,different,candidate,Parrotmon,https://digimon.fandom.com/ru/wiki/Parrotmon
554,char_PARROTMON_BIG_ADD,Parrotmon (Crested),Пэрэтмон (Гребень),Parrotmon,Пэрротмон,different,candidate,Parrotmon,https://digimon.fandom.com/ru/wiki/Parrotmon
555,char_VULCANUSMON_ADD,Vulcanusmon,Вулканусмон,,,no_wiki_match,,,
556,char_METALGREYMON_BIG_BL,MetalGreymon (Blue),МеталлГреймон (Синий),Metal Greymon,Металл Греймон,different,candidate,Metalgreymon,https://digimon.fandom.com/ru/wiki/Metal_Greymon
557,char_WHAMON_BIG,Whamon,Вамон,Whamon,Уэмон,different,candidate,Whamon,https://digimon.fandom.com/ru/wiki/Whamon
558,char_NEPTUNEMON_BIG,Neptunemon,Нептунемон,Neptunemon,Нептунмон,different,candidate,Neptunemon,https://digimon.fandom.com/ru/wiki/Neptunemon
559,char_MERCURYMON_BIG,Merukimon,Мерукимон,,,no_wiki_match,,,
560,char_OMEGAMON_BIG,Omnimon,Омнимон,Omegamon,Омегамон,different,candidate,Omegamon,https://digimon.fandom.com/ru/wiki/Omegamon
561,char_APOLLOMON_BIG,Apollomon,Аполломон,Apollomon,Аполломон,ok,candidate,Apollomon,https://digimon.fandom.com/ru/wiki/Apollomon
562,char_CERESMON_BIG,Ceresmon,Церемон,,,no_wiki_match,,,
563,char_PLUTOMON_BIG,Plutomon,Плутомон,Plutomon,Плутомон,ok,candidate,Plutomon,https://digimon.fandom.com/ru/wiki/Plutomon
564,char_JUPITERMON_BIG,Jupitermon,Юпитермон,Jupitermon,Юпитермон,ok,candidate,Jupitermon,https://digimon.fandom.com/ru/wiki/Jupitermon
565,char_JUPITERMON_WRATHMODE_BIG,Jupitermon WM,Юпитермон WM,Jupitermon: Wrath Mode,Юпитермон: Режим гнева,different,candidate,Jupitermon Wrath Mode,https://digimon.fandom.com/ru/wiki/Jupitermon%3A_Wrath_Mode
566,char_KUWAGAMON_BIG,Kuwagamon,Кувагамон,Kuwagamon,Кувагамон,ok,candidate,Kuwagamon,https://digimon.fandom.com/ru/wiki/Kuwagamon
567,char_UKKOMON,Ukkomon,Уккомон,,,no_wiki_match,,,
568,char_ORGEMON_BOSS,Ogremon,Огремон,Orgemon,Оргмон,different,candidate,Orgemon,https://digimon.fandom.com/ru/wiki/Orgemon
569,char_FUGAMON_BOSS,Fugamon,Фугамон,,,no_wiki_match,,,
570,char_HYOUGAMON_BOSS,Hyogamon,Хиогамон,,,no_wiki_match,,,
